127.0.0.1 - - [03/Apr/2014:22:46:19 +0530] "GET /StrutsProject/images/investors.jpg HTTP/1.1" 304 -
127.0.0.1 - - [03/Apr/2014:22:46:19 +0530] "GET /StrutsProject/images/f1.jpg HTTP/1.1" 304 -
127.0.0.1 - - [03/Apr/2014:22:46:19 +0530] "GET /StrutsProject/images/companyinfo.jpg HTTP/1.1" 304 -
127.0.0.1 - - [03/Apr/2014:22:46:19 +0530] "GET /StrutsProject/images/f3.jpg HTTP/1.1" 304 -
127.0.0.1 - - [03/Apr/2014:22:46:19 +0530] "GET /StrutsProject/images/f2.jpg HTTP/1.1" 304 -
127.0.0.1 - - [03/Apr/2014:22:46:19 +0530] "GET /StrutsProject/images/f5.jpg HTTP/1.1" 304 -
127.0.0.1 - - [03/Apr/2014:22:46:19 +0530] "GET /StrutsProject/images/f4.jpg HTTP/1.1" 304 -
127.0.0.1 - - [03/Apr/2014:22:46:19 +0530] "GET /StrutsProject/images/f6.jpg HTTP/1.1" 304 -
127.0.0.1 - - [03/Apr/2014:22:46:30 +0530] "POST /StrutsProject/wer344341121 HTTP/1.1" 200 9002
127.0.0.1 - - [03/Apr/2014:22:46:57 +0530] "GET /StrutsProject/login.jsp HTTP/1.1" 200 3575
127.0.0.1 - - [03/Apr/2014:22:47:00 +0530] "GET /StrutsProject/Registration.jsp HTTP/1.1" 200 5086
127.0.0.1 - - [03/Apr/2014:22:47:30 +0530] "POST /StrutsProject/1233dbwd HTTP/1.1" 200 9105
127.0.0.1 - - [03/Apr/2014:22:47:46 +0530] "POST /StrutsProject/quicksearch HTTP/1.1" 200 4096
127.0.0.1 - - [03/Apr/2014:22:47:51 +0530] "POST /StrutsProject/fheufhef HTTP/1.1" 200 11867
127.0.0.1 - - [03/Apr/2014:22:47:51 +0530] "GET /StrutsProject/default.css HTTP/1.1" 404 1001
127.0.0.1 - - [03/Apr/2014:22:47:56 +0530] "GET /StrutsProject/login.jsp HTTP/1.1" 200 3575
